district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Nagarkurnool,TSD0011,6399.07,"{'min': 69.45563507080078, 'max': 85.6012954711914, 'mean': 76.90578069471512, 'count': 26169, 'sum': 2012547.375, 'median': 77.59074401855469}","(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-01-2023.geojson,,,,,,
Nalgonda,TSD0012,7218.26,"{'min': 79.25385284423828, 'max': 110.31982421875, 'mean': 94.71311163973965, 'count': 30267, 'sum': 2866681.75, 'median': 93.22360229492188}","(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-01-2023.geojson,,,,,,
Nirmal,TSD0013,3729.13,"{'min': 101.65754699707031, 'max': 111.8942642211914, 'mean': 104.20503425961172, 'count': 15762, 'sum': 1642479.75, 'median': 103.25533294677734}","(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-01-2023.geojson,,,,,,
Nizamabad,TSD0014,4168.33,"{'min': 95.95121002197266, 'max': 104.66466522216797, 'mean': 100.28350135931129, 'count': 17656, 'sum': 1770605.5, 'median': 100.46414184570312}","(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-01-2023.geojson,,,,,,
Peddapalli,TSD0015,2195.39,"{'min': 110.14643096923828, 'max': 117.41361999511719, 'mean': 115.08250670241287, 'count': 9325, 'sum': 1073144.375, 'median': 114.44075012207031}","(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-01-2023.geojson,,,,,,
Rajanna Sircilla,TSD0016,1897.97,"{'min': 92.85888671875, 'max': 104.66466522216797, 'mean': 98.26859767470778, 'count': 8042, 'sum': 790276.0625, 'median': 99.32720947265625}","(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-01-2023.geojson,,,,,,
Sangareddy,TSD0017,4460.37,"{'min': 81.3594970703125, 'max': 99.41439819335938, 'mean': 91.91812162955844, 'count': 18729, 'sum': 1721534.5, 'median': 92.48957824707031}","(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-01-2023.geojson,,,,,,
Siddipet,TSD0018,3637.17,"{'min': 91.946044921875, 'max': 105.50328826904297, 'mean': 95.43524272792347, 'count': 15367, 'sum': 1466553.375, 'median': 94.2927474975586}","(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-01-2023.geojson,,,,,,
Vikarabad,TSD0019,3618.96,"{'min': 76.29360961914062, 'max': 89.88328552246094, 'mean': 80.6826884986135, 'count': 15146, 'sum': 1222020.0, 'median': 78.93319702148438}","(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-01-2023.geojson,,,,,,
Wanaparthy,TSD0020,2174.67,"{'min': 69.45563507080078, 'max': 77.88653564453125, 'mean': 74.19833250852304, 'count': 9093, 'sum': 674685.4375, 'median': 74.1567611694336}","(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-01-2023.geojson,,,,,,
