district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Peddapalli,TSSD0396,148.08,"{'min': 27.27347755432129, 'max': 32.86565399169922, 'mean': 29.75811767578125, 'count': 38, 'sum': 1130.8084716796875, 'median': 29.850868225097656}","(79.36660364000005, 18.386385288000042, 79.55224107200007, 18.53271052300005)",01-02-2023.geojson,Odela,,,,,
Nagarkurnool,TSSD0397,630.47,"{'min': 30.030834197998047, 'max': 37.48666763305664, 'mean': 35.13147888183594, 'count': 160, 'sum': 5621.03662109375, 'median': 35.176666259765625}","(78.85902477800005, 16.210348460000034, 79.23432760400004, 16.461405856000056)",01-02-2023.geojson,Padara,,,,,
Suryapet,TSSD0398,132.07,"{'min': 26.59434700012207, 'max': 34.354347229003906, 'mean': 29.180891248914932, 'count': 36, 'sum': 1050.5120849609375, 'median': 27.914783477783203}","(79.66762645300008, 16.689675125000065, 79.78908743200003, 16.836615472000062)",01-02-2023.geojson,Palakeedu,,,,,
Jangoan,TSSD0399,255.42,"{'min': 31.415000915527344, 'max': 34.96478271484375, 'mean': 32.79293915719697, 'count': 66, 'sum': 2164.333984375, 'median': 32.74708557128906}","(79.34225257900005, 17.560267294000028, 79.54008752200008, 17.75819989300004)",01-02-2023.geojson,Palakurthy,,,,,
Peddapalli,TSSD0400,137.42,"{'min': 27.411739349365234, 'max': 33.7430419921875, 'mean': 30.67803790118243, 'count': 37, 'sum': 1135.08740234375, 'median': 30.467391967773438}","(79.25348235000007, 18.670677110000042, 79.50381904800008, 18.81832694700006)",01-02-2023.geojson,Palakurthy,,,,,
Jayashankar Bhupalpally,TSSD0401,226.16,"{'min': 29.66583251953125, 'max': 35.24833297729492, 'mean': 31.27457275390625, 'count': 60, 'sum': 1876.474365234375, 'median': 30.857498168945312}","(80.10237686500005, 18.587417120000055, 80.34460111300007, 18.722365577000062)",01-02-2023.geojson,Palmela,,,,,
Bhadradri Kothagudem,TSSD0402,421.11,"{'min': 27.559999465942383, 'max': 35.06999969482422, 'mean': 32.03277202984234, 'count': 111, 'sum': 3555.6376953125, 'median': 32.01333236694336}","(80.57151962200004, 17.50317956400005, 80.86723947600007, 17.895408489000033)",01-02-2023.geojson,Palvancha,,,,,
Wanaparthy,TSSD0403,205.91,"{'min': 32.94454574584961, 'max': 36.835453033447266, 'mean': 34.351318359375, 'count': 54, 'sum': 1854.97119140625, 'median': 34.27521514892578}","(78.02855847800004, 16.173396301000025, 78.22246788200005, 16.341012469000077)",01-02-2023.geojson,Pangal,,,,,
Medak,TSSD0404,205.14,"{'min': 27.2641658782959, 'max': 33.20000076293945, 'mean': 30.372847123579547, 'count': 55, 'sum': 1670.506591796875, 'median': 30.560832977294922}","(77.99790429400008, 17.965407912000046, 78.21345417200007, 18.109216143000026)",01-02-2023.geojson,Papannapet,,,,,
Vikarabad,TSSD0405,227.88,"{'min': 32.70000076293945, 'max': 38.723331451416016, 'mean': 36.36513506355932, 'count': 59, 'sum': 2145.54296875, 'median': 37.045833587646484}","(77.76414678500004, 17.074105024000062, 77.99328854900006, 17.257275064000055)",01-02-2023.geojson,Pargi,,,,,
Warangal_Rural,TSSD0406,79.71,"{'min': 30.603042602539062, 'max': 32.31833267211914, 'mean': 31.535870361328126, 'count': 20, 'sum': 630.7174072265625, 'median': 31.475418090820312}","(79.645823469, 18.135041913000066, 79.73250177000006, 18.279244378000044)",01-02-2023.geojson,Parkal,,,,,
Warangal_Rural,TSSD0407,161.29,"{'min': 29.079565048217773, 'max': 31.90916633605957, 'mean': 29.990089053199405, 'count': 42, 'sum': 1259.583740234375, 'median': 29.826955795288086}","(79.64445348100008, 17.68264110900003, 79.78084029400003, 17.843589961000077)",01-02-2023.geojson,Parvathagiri,,,,,
Sangareddy,TSSD0408,186.54,"{'min': 33.459999084472656, 'max': 36.55908966064453, 'mean': 34.93674072265625, 'count': 50, 'sum': 1746.8370361328125, 'median': 34.87666702270508}","(78.13716356700007, 17.463618334000046, 78.28967759800008, 17.628094657000076)",01-02-2023.geojson,Patancheruvu,,,,,
Wanaparthy,TSSD0409,199.7,"{'min': 30.148181915283203, 'max': 35.4830436706543, 'mean': 32.97963303786058, 'count': 52, 'sum': 1714.94091796875, 'median': 33.15652084350586}","(77.91611806600008, 16.024587675000078, 78.07471604300008, 16.26834650400002)",01-02-2023.geojson,Pebbair,,,,,
Nalgonda,TSSD0410,534.97,"{'min': 25.777999877929688, 'max': 36.286521911621094, 'mean': 31.232260285521583, 'count': 139, 'sum': 4341.2841796875, 'median': 31.245651245117188}","(79.02131319100005, 16.429164953000054, 79.31131002400008, 16.806345736000026)",01-02-2023.geojson,Peda Adisharla Palli,,,,,
Kamareddy,TSSD0411,93.4,"{'min': 31.6156005859375, 'max': 38.220401763916016, 'mean': 34.74430964543269, 'count': 26, 'sum': 903.35205078125, 'median': 34.42959976196289}","(77.64296889100007, 18.23434125800003, 77.79440383200006, 18.363266914000064)",01-02-2023.geojson,Pedda Kodapgal,,,,,
Nagarkurnool,TSSD0412,268.13,"{'min': 31.180477142333984, 'max': 37.44454574584961, 'mean': 34.263671875, 'count': 72, 'sum': 2466.984375, 'median': 33.977272033691406}","(78.28210328600005, 16.15614634700006, 78.46080747200006, 16.378297329000077)",01-02-2023.geojson,Peddakothapalle,,,,,
Wanaparthy,TSSD0413,184.53,"{'min': 31.23090934753418, 'max': 37.150001525878906, 'mean': 34.381449381510414, 'count': 48, 'sum': 1650.3095703125, 'median': 34.70121765136719}","(77.91764372000006, 16.364835636000066, 78.12790212400006, 16.52562722400006)",01-02-2023.geojson,Peddamandaddi,,,,,
Peddapalli,TSSD0414,249.03,"{'min': 27.772607803344727, 'max': 33.303043365478516, 'mean': 29.991359544836957, 'count': 69, 'sum': 2069.40380859375, 'median': 29.985652923583984}","(79.30969398300005, 18.526543618000062, 79.49350302700003, 18.70415850100005)",01-02-2023.geojson,Peddapalli,,,,,
Mahabubabad,TSSD0415,111.61,"{'min': 29.218334197998047, 'max': 32.858333587646484, 'mean': 30.863008626302083, 'count': 30, 'sum': 925.8902587890625, 'median': 30.659584045410156}","(79.51263601700003, 17.490564388000053, 79.63852224900006, 17.619982297000035)",01-02-2023.geojson,Peddavangara,,,,,
Nalgonda,TSSD0416,289.57,"{'min': 28.575599670410156, 'max': 36.530799865722656, 'mean': 32.99164531757305, 'count': 77, 'sum': 2540.356689453125, 'median': 33.049198150634766}","(79.13353438500008, 16.575213949000045, 79.36044542900004, 16.832719401000077)",01-02-2023.geojson,Peddavoora,,,,,
Vikarabad,TSSD0417,240.11,"{'min': 34.062801361083984, 'max': 38.864784240722656, 'mean': 37.018133348034276, 'count': 62, 'sum': 2295.124267578125, 'median': 37.228294372558594}","(77.51261111400004, 17.261553169000024, 77.72573047400004, 17.456603014000052)",01-02-2023.geojson,Peddemul,,,,,
Jagtial,TSSD0418,131.5,"{'min': 27.959566116333008, 'max': 31.60130500793457, 'mean': 29.27647310144761, 'count': 34, 'sum': 995.4000854492188, 'median': 29.079999923706055}","(79.00313586800007, 18.638171251000074, 79.13566837800005, 18.76691388300003)",01-02-2023.geojson,Pegadapalli,,,,,
Nirmal,TSSD0419,315.89,"{'min': 31.984167098999023, 'max': 35.81416702270508, 'mean': 33.53208869485294, 'count': 85, 'sum': 2850.2275390625, 'median': 33.345001220703125}","(78.48200096200003, 19.08543736100006, 78.72744941700006, 19.317058780000025)",01-02-2023.geojson,Pembi,,,,,
Kumurambheem Asifabad,TSSD0420,209.6,"{'min': 29.741666793823242, 'max': 34.5191650390625, 'mean': 31.735366821289062, 'count': 56, 'sum': 1777.1805419921875, 'median': 31.887916564941406}","(79.66386794600004, 19.199781307000023, 79.94222848200008, 19.367035272000066)",01-02-2023.geojson,Penchikalpet,,,,,
Suryapet,TSSD0421,190.1,"{'min': 26.956666946411133, 'max': 31.71636390686035, 'mean': 29.401599360447303, 'count': 51, 'sum': 1499.4815673828125, 'median': 29.69499969482422}","(79.59300492900007, 16.958133916000065, 79.81245856700008, 17.09085837200007)",01-02-2023.geojson,Penpahad,,,,,
Nagarkurnool,TSSD0422,100.6,"{'min': 34.01909255981445, 'max': 36.23285675048828, 'mean': 35.16804088245738, 'count': 22, 'sum': 773.6968994140625, 'median': 35.21636199951172}","(78.18107699600006, 16.00532167600005, 78.32316639500004, 16.139543263000064)",01-02-2023.geojson,Pentlavelli,,,,,
Khammam,TSSD0423,273.41,"{'min': 27.764286041259766, 'max': 33.48090744018555, 'mean': 31.049001057942707, 'count': 72, 'sum': 2235.528076171875, 'median': 31.557588577270508}","(80.59580834400003, 17.100783087000025, 80.77536110100004, 17.320991373000027)",01-02-2023.geojson,Penuballi,,,,,
Bhadradri Kothagudem,TSSD0424,237.05,"{'min': 28.823333740234375, 'max': 34.26583480834961, 'mean': 31.645135967548075, 'count': 65, 'sum': 2056.933837890625, 'median': 31.773332595825195}","(80.60213672700007, 17.921962273000076, 80.77371604900003, 18.158406092000064)",01-02-2023.geojson,Pinapaka,,,,,
Vikarabad,TSSD0425,206.05,"{'min': 35.71916580200195, 'max': 38.7647819519043, 'mean': 37.183577926070605, 'count': 54, 'sum': 2007.9132080078125, 'median': 37.27458190917969}","(77.89676249700005, 17.131204728000057, 78.06049801700004, 17.32409672800003)",01-02-2023.geojson,Pudur,,,,,
Sangareddy,TSSD0426,148.67,"{'min': 25.07159996032715, 'max': 38.85333251953125, 'mean': 32.2204833984375, 'count': 40, 'sum': 1288.8193359375, 'median': 32.47083282470703}","(77.90516574499998, 17.65983009000007, 78.07454656600015, 17.812841045000027)",01-02-2023.geojson,Pulkal,,,,,
Medchal_Malkajgiri,TSSD0427,43.97,"{'min': 32.8216667175293, 'max': 35.09086990356445, 'mean': 34.02764892578125, 'count': 10, 'sum': 340.2764892578125, 'median': 33.92304229736328}","(78.38920413800008, 17.480972, 78.50036789700005, 17.561433864000037)",01-02-2023.geojson,Quthbullapur,,,,,
